label,review,compound,scores,comp_score
neg,barbie  rapunzel  crying  child  6year  old  daughter  currently  sobbing  bedroom  result  rotten  gameshe  spent  hour  game  painting  pretty  pictures  coloring  flowers  halfway  game  program  hung  would  let  us  leave  room  click  anywhere  else  even  exit  game  start  back  frozen  one  spot  barbies  disembodied  voice  urges  us  explore  somewhere  else  castlestandard  software  troubleshooting  rebooting  help  vivendi  games  support  site  currently  disabled  I  left  weeping  frustrating  child  understand  fault  game  work  I  hoping  incompetent  software  programming  could  catch  bug  6year  old  caught  first  time  around  maybe  care  problems  long  get  20  bucks  want  crying  little  girl  avoid  game,-0.8984,"{'neg': 0.236, 'neu': 0.623, 'pos': 0.141, 'compound': -0.8984}",the review is negative
pos,barbie  rapunzel  creative  adventure  purchased  software  5  year  old  granddaughter  loves  playing  much  let  us  play  sometimes  always  like  come  plan  purchase  software  programs,0.9274,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.9274}",the review is positive
pos,use  imagination  3  year  old  daughter  love  software  actually  fight  going  paint  pictures  choose  themes  room  game  allows  creative  use  imagination  decorating  room  castle  finding  missing  gems  princes  crown  gives  rapunzel  power  find  prince  stephan  turned  stone  bring  back  life  music  animation  best  seen  kids  software  I  seen  boring  adult  sometimes  like  play  without  many  variations  color  schemes  patterns  never  bored  highly  recommend  girls  ages,0.862,"{'neg': 0.114, 'neu': 0.667, 'pos': 0.219, 'compound': 0.862}",the review is positive
neg,good  ok  rental  game  pretty  exciting  nice  really  creative  one  kind  bad  thing  one  castle  kids  decorate  done  whole  castle  basically  either  create  new  username  get  another  game  like  sister  finished  castle  2  hours  never  even  looked  game  anymore  nice  game  fun  really  worth  much  money,0.9809,"{'neg': 0.05, 'neu': 0.468, 'pos': 0.483, 'compound': 0.9809}",the review is positive
neg,os  x  mac  classic  negative  game  work  os  x  requires  cd  multiple  computers  slow  tell  daughter  thinking  lot  access  cd  everytime  new  task  view  openning  sequence  without  throwing  saved  game  files  tasks  controls  hard  user  friendly  even  adultsit  crashes  timemouse  jumpy  hard  usepositive  tasks  easy  possible  use  grand  beautifulmy  three  year  enough  patience  survive  multiple  trials  get  work,0.069,"{'neg': 0.155, 'neu': 0.715, 'pos': 0.13, 'compound': 0.069}",the review is positive
neg,bad  deal  ordered  dvd  received  substitute  never  received  dvd  ordered  importcds  vendor  contacted  recieve  feedback  rate  dvd  never  seen  bother  send  back  would  cost  orginally  paid  future  watch  name  person  andor  persons  buying  thought  good  company  understand  simple  mistake  get  response  good  businees  sense  spend  hundreds  dollars  month  amazoncom  building  dvd  collection  guess  careful  future,0.3687,"{'neg': 0.092, 'neu': 0.762, 'pos': 0.147, 'compound': 0.3687}",the review is positive
pos,smells  divine  second  bottle  sheer  freesia  love  fragrance  light  delicate  sent  beautiful  like  summer  day,0.9413,"{'neg': 0.0, 'neu': 0.349, 'pos': 0.651, 'compound': 0.9413}",the review is positive
neg,disappointed  perfume  awful  smells  nothing  like  freesiathe  gift  recipient  impressed  worst  returned,-0.8914,"{'neg': 0.618, 'neu': 0.252, 'pos': 0.13, 'compound': -0.8914}",the review is negative
pos,creepy  wow  people  behind  jealousy  revenge  doors  open  prepared  find  behind,-0.0,"{'neg': 0.31, 'neu': 0.38, 'pos': 0.31, 'compound': -0.0}",the review is positive
neg,audio  options  non  existent  movie  better  expected  expect  non  existent  thai  soundtrack  option  disc  menu  well  stated  package  thai  soundtrack  exist  matter  choose  thai  english  english  get  exceptions  dubbing  ridiculous  best  dubbing  title  sub  par  review  covers  first  movie  two  may  remain  plastic  never  see  inside  dvd  player  shame  sham  purchase  claims  original  disapointed  offering  tokyo  shock,0.5267,"{'neg': 0.117, 'neu': 0.702, 'pos': 0.181, 'compound': 0.5267}",the review is positive
pos,sooo  jammin  trill  man  jammin  tracks  suc  pokeys  first  official  recordand  sh  sooo  real  love  production  everything  real  nice  screwed  among  last  great  suc  records  say  fallen  offjust  downsized  much  deaths  screw  pioneers  sad  true  ya  love  tx  rap  got  get  1  somethin  kickback  blow  big  somethin  jam  ride  underrated  right  wish  people  would  forget  bullsh  betmtv  check  happening  houston  guessit  sadly  almost  late  pats  gone  hawks  gonescrew  moe  pimp  c  big  steve  makes  sad  regardless  pokey  still  alive  making  new  music  keeping  legacy  alive  great  place  start  classic  record  love  man,0.9674,"{'neg': 0.14, 'neu': 0.575, 'pos': 0.286, 'compound': 0.9674}",the review is positive
pos,dirty  south  probably  best  southside  cd  ever  come  pretty  much  every  song  guest  2  track  late  fat  pat  botany  boys  mr  32  big  steve  chris  ward  hawk  many  southside  cd  always,0.6705,"{'neg': 0.076, 'neu': 0.731, 'pos': 0.193, 'compound': 0.6705}",the review is positive
pos,good  book  well  written  chronicles  farm  people  lived  excellent  photos  welli  kept  looking  photo  thenwife  long  enough  shewas,0.8271,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.8271}",the review is positive
pos,voices  farm  copy  book  love  wait  til  revised  version  comes  weeks,0.6369,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",the review is positive
pos,little  one  maid  israel  bill  harvey  wonderful  gift  making  history  come  alive  book  book  awakens  sense  wonder  possiblility  real  relationship  god  follow  faithfulness  one  little  girl  ancient  times  young  girls  ages  515  love  book  always  one  loved  treasures  real  keeper,0.9753,"{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.9753}",the review is positive
neg,drew  air  book  drew  air  pretty  bad  idea  someone  would  waste  time  writing  boy  draw  air  read  book,-0.4767,"{'neg': 0.257, 'neu': 0.612, 'pos': 0.131, 'compound': -0.4767}",the review is negative
pos,comfywarm  run  big  like  title  says  warm  comfy  run  size  big  wear  lounging  big  deal,0.5267,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.5267}",the review is positive
neg,buyer  beware  ordered  cake  topper  june  27  2010  given  estimated  shipping  date  july  17  2010  dates  came  went  cake  topper  contacted  seller  twice  response  filed  claim  amazon  end  receiving  cake  topper  july  16  2010  however  even  one  ordered  seller  refund  money  never  contacted  apologized  mishap  never  buy  anything  seller  looked  sellers  feedback  I  person  done  wrong  buyer  beware,-0.5207,"{'neg': 0.082, 'neu': 0.891, 'pos': 0.028, 'compound': -0.5207}",the review is negative
neg,ariel  litte  mermaid  pearl  kit  arrived  quickly  cute  topper  however  would  bought  provide  instructions  listened  reviews  hoping  get  topper  buy  annoyed  ariel  idea  decorate  cake,0.4939,"{'neg': 0.086, 'neu': 0.724, 'pos': 0.191, 'compound': 0.4939}",the review is positive
neg,instructions  included  trust  seller  promised  item  complete  instructions  additional  pledge  sweet  graces  email  supply  list  instruction  sheets  purchase  ready  ahead  time  received  none  plastic  figurine  bracelet  boot  amazon  claims  nothing  help  contact  seller  got  phone  number  manufacturer  let  us  hope  yields  results  meanwhile  I  wishing  listened  previous  feedback  unreliable  seller,0.9472,"{'neg': 0.035, 'neu': 0.625, 'pos': 0.339, 'compound': 0.9472}",the review is positive
pos,soulwax  ignored  critics  consumers  alike  get  soulwax  around  since  90s  released  rock  debut  defunct  almo  sounds  chock  full  shouldhavebeen  radio  hits  got  attention  2  many  djs  mashupremix  bootlegs  return  fullfledged  band  last  years  minute  critcs  consumers  alike  barely  took  notice  albums  amazing  writing  production  sheer  electrorock  power  hopefully  nite  versions  cheeky  title  recalling  80s  bands  like  duran  duran  used  release  nite  version  12  singles  clubs  garner  sales  attention  soulwax  songs  practically  leap  speakers  grab  neck  turn  head  make  move  wait  hear  tiga  upcoming  sexor  debut,0.6705,"{'neg': 0.048, 'neu': 0.856, 'pos': 0.096, 'compound': 0.6705}",the review is positive
pos,omg  soulwax  owns  wow  like  amazing  album  ever  every  track  rocksspecially1  etalking2  nylipps3  love  techogreat  job  guysmusicchoice  played  whole  album  saturday  nightand  jamming  whole  time  going  wowone  thing  housetechnoelectronic  want  none  feel,0.9517,"{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.9517}",the review is positive
neg,slow  dull  classical  1980s  style  movie  2  stars  5  slow  dull  classical  1980s  style  movie  movie  young  jason  bateman  lead  slow  dull  moments  bad  1980s  style  music  relief  background  music  annoying  kept  minimum  though  attempts  actionsuspense  movie  achieves  neither  I  would  suggest  skipping  movie,-0.8807,"{'neg': 0.258, 'neu': 0.686, 'pos': 0.056, 'compound': -0.8807}",the review is negative
pos,thank  releasing  loved  movie  kid  happy  powers  decided  release  finally  want  see  great  80s  movie,0.9382,"{'neg': 0.0, 'neu': 0.392, 'pos': 0.608, 'compound': 0.9382}",the review is positive
neg,worth  time  book  wriiten  horribly  would  never  life  recommend  book  stories  lacked  mystery  leave  wanting  figure  culprit  good  thing  none  stories  took  ten  twelve  pages,-0.2287,"{'neg': 0.213, 'neu': 0.635, 'pos': 0.152, 'compound': -0.2287}",the review is negative
pos,fun  educational  trains  shapes  pegs  winning  combination  guaranteed  make  child  parent  happy  good  starter  puzzle  1  yr  old  range,0.9231,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.9231}",the review is positive
neg,ludicrous  silly  remember  getting  book  faintly  says  alot  opinion  basically  entertain  lots  odd  ideas  theories  book  basically  silly,-0.3182,"{'neg': 0.215, 'neu': 0.583, 'pos': 0.202, 'compound': -0.3182}",the review is negative
pos,artistry  think  deodato  concerts  rich  used  real  strings  band  musicians  well  appreciate  john  tropea  excelent  renditions  guitar,0.8126,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8126}",the review is positive
neg,caution  tracks  original  versions  rerecorded  versions  whether  tracks  remastered  irrelevant,0.3182,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}",the review is positive
pos,textbook  book  shipped  quickly  excellent  condition  stated  easy  transaction  would  buy,0.765,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.765}",the review is positive
pos,great  book  historical  romance  lovers  engaging  count  life  tess  girl  young  age  washed  shore  isle  may  memory  life  stays  old  caretakers  isle  caretakers  dead  young  man  colin  macpherson  washes  shore  colin  takes  tess  back  castle  helps  uncover  past  oppositesbut  know  say  opposites  attract  book  one  many  avon  true  romance  series  read  every  book  series  know  like  book  love  rest  great  book  girls  10  16  still  romance  novel  call  trashy  romance  novel  great  novel  fokr  getting  romance  novels,0.9944,"{'neg': 0.036, 'neu': 0.484, 'pos': 0.48, 'compound': 0.9944}",the review is positive
pos,yes  got  book  expecting  much  man  wrong  loved  book  may  usually  tied  man  long  blond  hair  wearing  kilt  authors  really  made  colin  enchanting  highlander  tess  soft  heroine  sometimes  seems  guillible  remember  part  story  one  favorite  books  series,0.8807,"{'neg': 0.064, 'neu': 0.661, 'pos': 0.275, 'compound': 0.8807}",the review is positive
neg,best  series  tess  lindsay  content  sole  occupant  remote  island  colin  macpherson  washes  ashore  life  solitude  gets  shaken  tess  always  told  fear  strange  men  reluctantly  strikes  friendship  colin  soon  tess  discovers  family  forgotten  courage  leave  island  start  new  lifethe  beginning  book  amusing  end  decent  middle  big  problem  plot  loses  much  believability  mostly  due  poor  characterization  new  characters  introduced  one  sided  behavior  lacks  reason  even  tess  colins  development  side  tracked  much  way  relationship  seems  awkward  forced  writing  improve  towards  end  enough  save  book  unless  heart  set  reading  books  series  skip  one,0.4939,"{'neg': 0.218, 'neu': 0.587, 'pos': 0.195, 'compound': 0.4939}",the review is positive
neg,addonics  portable  cd  drive  disappointed  performance  disappointed  performance  seems  underpowered  constantly  trying  read  cds  half  time  unsuccessfully  going  try  return  amazon,-0.802,"{'neg': 0.322, 'neu': 0.616, 'pos': 0.062, 'compound': -0.802}",the review is negative
neg,uncomfortable  big  pants  way  big  looked  2  sizes  larger  incredibly  stiff  would  uncomfortable  daughter  wear  day,-0.6666,"{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.6666}",the review is negative
